2000-01-03;3.1924119209810
2000-01-04;3.0024173225389
2000-01-05;2.98543532410825
2000-01-06;2.97524612504986
2000-01-07;2.98883172379438
2000-01-10;3.05003484613844
2000-01-11;2.97538198103731
2000-01-12;2.92090373007178
2000-01-13;2.89373253258274
2000-01-14;2.9344893288163
2000-01-17;2.900525331955
2000-01-18;2.91411093069952
2000-01-19;2.89373253258274
2000-01-20;2.85976853572144
2000-01-21;2.82580453886014
2000-01-24;2.80542614074336
2000-01-26;2.83939013760466
2000-01-27;2.8325973382324
2000-01-28;2.79184054199884
2000-01-31;2.77146214388206
2000-02-01;2.82580453886014
2000-02-02;2.88014693383822
2000-02-03;3.0024173225389
2000-02-04;3.0363813194002
2000-02-07;3.08393091500602
2000-02-08;3.12468771123958
2000-02-09;3.05675971751698
2000-02-10;2.98883172379438
2000-02-11;2.82580453886014
2000-02-14;2.81901173948788
2000-02-15;2.90731813132726
2000-02-16;3.09072371437828
2000-02-17;3.05675971751698
2000-02-18;3.01939932096955
2000-02-21;3.01586706529598
2000-02-22;3.0024173225389
2000-02-23;3.0228636486494
2000-02-24;3.10437724111652
2000-02-25;3.18589083358364
2000-02-28;3.11789491186732
2000-02-29;3.12468771123958
2000-03-01;3.21292617508524
2000-03-02;3.11789491186732
2000-03-03;3.28092209680156
2000-03-08;3.35903928958255
2000-03-09;3.47723399865987
2000-03-10;3.3760212880132
2000-03-13;3.24695809994026
2000-03-14;3.15865170810088
2000-03-15;3.22657970182348
2000-03-16;3.21978690245122
2000-03-17;3.18582290558992
2000-03-20;3.09072371437828
2000-03-21;3.15185890872862
2000-03-22;3.15933098803811
2000-03-23;3.14493025336892
2000-03-24;3.1610413674352
2000-03-27;3.39896921229591
2000-03-28;3.25621250537948
2000-03-29;3.24268460791455
2000-03-30;3.16783930585979
2000-03-31;3.20862693640734
2000-04-03;3.18150316209322
2000-04-04;3.1644403366475
2000-04-05;3.29700013592703
2000-04-06;3.34458570489918
2000-04-07;3.37177745859754
2000-04-10;3.29020219750244
2000-04-11;3.20869491579159
2000-04-12;3.27660632065326
2000-04-13;3.20849097763885
2000-04-14;3.03120074352549
2000-04-17;2.91631558414989
2000-04-18;2.89612570702885
2000-04-19;2.76676093880887
2000-04-20;2.77355887723346
2000-04-24;2.71917536983673
2000-04-25;2.96390115312204
2000-04-26;2.92311352257448
2000-04-27;2.92311352257448
2000-04-28;2.92379331641694
2000-05-02;2.99789084524499
2000-05-03;2.98429496839581
2000-05-04;2.9910929068204
2000-05-05;2.98429496839581
2000-05-08;2.98769393760811
2000-05-09;2.99041311297794
2000-05-10;2.93670939942367
